Date,User ID,Registration Source,Subscription Status,Subscription Start Date,Subscription End Date,Number of Active Widgets,Number of Widget Interactions,Time Spent on Platform,Location
2023-02-03,U02985,PPC,Monthly,2023-02-10,,9,2763,462,USA
2023-06-24,U02986,Referral,Annual,2023-06-25,,1,427,1282,Brazil
2023-10-10,U02987,Organic,Annual,2023-10-12,,8,824,1448,France
2023-04-22,U02988,PPC,Monthly,2023-04-23,,6,1572,75,India
2023-05-25,U02989,Social Media,Annual,2023-05-27,,1,414,571,Brazil
2023-03-29,U02990,Social Media,Inactive,2023-04-09,2023-05-29,0,0,380,UK
2023-01-30,U02991,Organic,Monthly,2023-02-04,,5,2185,325,Brazil
2023-01-23,U02992,Social Media,Free Trial,2023-01-29,,7,1568,72,France
2023-04-12,U02993,PPC,Free Trial,2023-04-22,,8,3920,444,France
2023-07-01,U02994,Organic,Monthly,2023-07-11,,9,3501,237,France
2023-01-13,U02995,Organic,Free Trial,2023-01-23,,6,1602,485,France
2023-06-23,U02996,Social Media,Free Trial,2023-07-04,,9,3204,477,France
2023-11-21,U02997,Organic,Free Trial,2023-12-02,,4,996,110,UK
2023-02-19,U02998,Organic,Monthly,2023-02-28,,8,2592,432,USA
2023-12-20,U02999,Organic,Inactive,2023-12-29,2024-02-12,0,0,365,Germany
2023-03-11,U03000,Social Media,Free Trial,2023-03-14,,4,428,148,USA
2023-07-23,U03001,PPC,Annual,2023-08-03,,4,100,635,Germany
2023-02-25,U03002,Social Media,Monthly,2023-03-03,,6,2478,66,India
2023-11-15,U03003,Organic,Free Trial,2023-11-28,,9,1467,140,France
2023-12-10,U03004,PPC,Inactive,2023-12-19,2024-02-07,0,0,46,India
2023-09-08,U03005,PPC,Monthly,2023-09-13,,1,207,477,India
2023-09-14,U03006,Social Media,Monthly,2023-09-23,,5,585,489,Germany
2023-12-05,U03007,Referral,Annual,2023-12-14,,9,288,1213,UK
2023-11-24,U03008,Organic,Free Trial,2023-12-01,,5,255,162,France
2023-06-04,U03009,PPC,Monthly,2023-06-18,,6,276,414,Brazil
2023-10-05,U03010,Organic,Free Trial,2023-10-17,,3,1011,259,India
2023-12-31,U03011,PPC,Inactive,2024-01-01,2024-01-20,0,0,251,USA
2023-08-14,U03012,Organic,Monthly,2023-08-24,,4,696,217,France
2023-09-13,U03013,Organic,Monthly,2023-09-14,,4,500,377,UK
2023-10-31,U03014,Organic,Free Trial,2023-11-10,,5,795,179,France
2023-05-01,U03015,PPC,Monthly,2023-05-09,,9,135,266,Brazil
2023-11-08,U03016,Organic,Annual,2023-11-16,,8,328,1464,Brazil
2023-03-03,U03017,Social Media,Monthly,2023-03-09,,7,1078,372,India
2023-02-11,U03018,PPC,Monthly,2023-02-12,,5,1515,122,USA
2023-09-26,U03019,Organic,Monthly,2023-09-28,,9,3690,417,India
2023-09-09,U03020,Social Media,Inactive,2023-09-10,2023-10-09,0,0,184,UK
2023-04-28,U03021,Organic,Monthly,2023-05-03,,2,832,98,Germany
2023-03-16,U03022,PPC,Inactive,2023-03-25,2023-05-07,0,0,144,Brazil
2023-12-18,U03023,PPC,Inactive,2023-12-26,2024-02-13,0,0,303,USA
2023-09-02,U03024,Organic,Monthly,2023-09-07,,1,186,312,Brazil
2023-10-16,U03025,Organic,Free Trial,2023-10-26,,5,350,368,UK
2023-02-15,U03026,Organic,Monthly,2023-02-24,,8,688,428,UK
2023-02-13,U03027,Referral,Inactive,2023-02-26,2023-04-23,0,0,215,Brazil
2023-12-23,U03028,PPC,Free Trial,2024-01-05,,2,784,327,India
2023-04-25,U03029,PPC,Monthly,2023-05-05,,8,760,82,Brazil
2023-11-24,U03030,PPC,Inactive,2023-11-28,2024-01-10,0,0,268,India
2023-03-20,U03031,Organic,Monthly,2023-03-22,,7,112,367,Brazil
2023-10-03,U03032,PPC,Monthly,2023-10-08,,8,3320,157,India
2023-02-09,U03033,Social Media,Free Trial,2023-02-19,,5,470,498,Germany
2023-05-23,U03034,Organic,Free Trial,2023-06-02,,1,271,234,France
2023-12-09,U03035,Organic,Annual,2023-12-15,,4,1816,1979,France
2023-05-22,U03036,Organic,Free Trial,2023-05-24,,2,814,53,India
2023-11-28,U03037,PPC,Free Trial,2023-12-08,,3,1227,425,India
2023-08-15,U03038,Referral,Inactive,2023-08-23,2023-10-03,0,0,365,Germany
2023-05-26,U03039,Organic,Monthly,2023-06-02,,9,3618,35,France
2023-12-02,U03040,PPC,Inactive,2023-12-10,2024-01-20,0,0,313,Germany
2023-06-25,U03041,Organic,Inactive,2023-07-06,2023-08-02,0,0,270,UK
2023-01-31,U03042,Referral,Free Trial,2023-02-03,,3,309,68,Brazil
2023-04-25,U03043,Organic,Free Trial,2023-05-03,,3,1461,70,France
2023-12-09,U03044,PPC,Annual,2023-12-13,,7,3045,1839,India
2023-12-25,U03045,Social Media,Monthly,2023-12-28,,8,3480,423,USA
2023-08-12,U03046,Social Media,Free Trial,2023-08-20,,6,1398,410,UK
2023-08-30,U03047,PPC,Annual,2023-09-07,,4,1152,1152,Brazil
2023-02-09,U03048,Organic,Free Trial,2023-02-20,,6,72,451,USA
2023-09-13,U03049,Organic,Inactive,2023-09-19,2023-11-15,0,0,456,Germany
2023-07-08,U03050,Organic,Free Trial,2023-07-16,,8,2656,454,Brazil
2023-04-28,U03051,Organic,Free Trial,2023-05-02,,1,258,456,Germany
2023-05-07,U03052,PPC,Free Trial,2023-05-12,,5,1190,280,Germany
2023-09-23,U03053,Organic,Inactive,2023-09-25,2023-10-10,0,0,266,India
2023-06-15,U03054,Organic,Monthly,2023-06-24,,6,840,406,Germany
2023-09-07,U03055,PPC,Inactive,2023-09-13,2023-10-31,0,0,441,USA
2023-04-02,U03056,Referral,Monthly,2023-04-10,,5,930,393,UK
2023-11-25,U03057,PPC,Monthly,2023-12-07,,4,1328,427,India
2023-10-18,U03058,Organic,Free Trial,2023-10-19,,2,640,134,UK
2023-10-25,U03059,Organic,Monthly,2023-11-05,,3,1191,423,Germany
2023-02-23,U03060,Referral,Monthly,2023-02-26,,6,240,28,France
2023-04-22,U03061,Organic,Monthly,2023-04-26,,8,600,128,Brazil
2023-10-28,U03062,Organic,Free Trial,2023-11-07,,8,1720,329,India
2023-04-26,U03063,PPC,Inactive,2023-04-27,2023-06-22,0,0,75,Germany
2023-12-31,U03064,PPC,Free Trial,2024-01-05,,5,1645,254,India
2023-09-04,U03065,PPC,Inactive,2023-09-10,2023-10-06,0,0,66,France
2023-02-23,U03066,Organic,Free Trial,2023-03-09,,7,2674,53,USA
2023-06-12,U03067,Organic,Monthly,2023-06-24,,6,1200,21,USA
2023-03-16,U03068,Referral,Monthly,2023-03-28,,1,75,387,Brazil
2023-08-23,U03069,Organic,Monthly,2023-08-29,,4,1696,433,USA
2023-07-26,U03070,PPC,Monthly,2023-07-28,,6,1872,245,France
2023-10-31,U03071,Social Media,Monthly,2023-11-12,,6,1464,33,UK
2023-05-31,U03072,PPC,Monthly,2023-06-09,,3,861,404,France
2023-08-03,U03073,Organic,Annual,2023-08-17,,6,1266,708,France
2023-12-13,U03074,Organic,Monthly,2023-12-27,,6,2154,266,Germany
2023-11-04,U03075,PPC,Inactive,2023-11-12,2023-11-28,0,0,451,USA
2023-09-23,U03076,Social Media,Free Trial,2023-09-27,,9,828,293,India
2023-08-11,U03077,Referral,Monthly,2023-08-22,,2,110,333,Brazil
2023-01-03,U03078,Organic,Monthly,2023-01-14,,4,392,370,UK
2023-06-13,U03079,Organic,Monthly,2023-06-20,,9,1755,260,India
2023-11-04,U03080,Referral,Monthly,2023-11-08,,4,1536,103,Germany
2023-05-30,U03081,Social Media,Monthly,2023-06-12,,8,1584,389,Germany
2023-06-07,U03082,Social Media,Free Trial,2023-06-16,,3,765,452,UK
2023-03-09,U03083,Organic,Free Trial,2023-03-18,,3,165,464,India
2023-12-29,U03084,PPC,Free Trial,2024-01-10,,9,2394,389,UK
2023-01-04,U03085,Social Media,Monthly,2023-01-18,,8,2888,31,UK
2023-09-10,U03086,PPC,Monthly,2023-09-14,,1,418,483,USA
2023-06-10,U03087,PPC,Inactive,2023-06-22,2023-07-19,0,0,166,India
2023-04-01,U03088,Organic,Annual,2023-04-04,,3,342,1542,USA
2023-02-03,U03089,PPC,Free Trial,2023-02-06,,2,692,211,USA
2023-07-24,U03090,Organic,Inactive,2023-07-26,2023-09-06,0,0,477,Brazil
2023-03-30,U03091,PPC,Inactive,2023-04-11,2023-06-04,0,0,471,USA
2023-10-18,U03092,Referral,Monthly,2023-10-25,,6,516,490,France
2023-06-18,U03093,Organic,Monthly,2023-06-22,,7,1673,206,Germany
2023-12-11,U03094,Social Media,Inactive,2023-12-22,2024-02-08,0,0,54,Germany
2023-06-24,U03095,Organic,Monthly,2023-07-08,,1,75,463,France
2023-03-09,U03096,PPC,Inactive,2023-03-14,2023-04-01,0,0,479,UK
2023-03-20,U03097,Referral,Free Trial,2023-04-02,,1,105,389,India
2023-12-13,U03098,Organic,Free Trial,2023-12-26,,9,603,410,India
2023-01-19,U03099,Organic,Monthly,2023-02-01,,9,1017,88,India
2023-08-20,U03100,PPC,Monthly,2023-09-02,,5,1605,48,USA
2023-07-18,U03101,Organic,Inactive,2023-07-22,2023-09-19,0,0,433,India
2023-01-17,U03102,Social Media,Inactive,2023-01-18,2023-03-15,0,0,293,India
2023-12-27,U03103,Referral,Monthly,2024-01-06,,9,684,395,India
2023-08-27,U03104,PPC,Free Trial,2023-09-04,,3,1425,475,Germany
2023-10-27,U03105,Organic,Inactive,2023-11-10,2023-12-21,0,0,164,France
2023-07-06,U03106,PPC,Monthly,2023-07-14,,3,1149,158,Brazil
2023-07-01,U03107,Social Media,Free Trial,2023-07-09,,2,512,352,UK
2023-02-23,U03108,Organic,Monthly,2023-02-25,,1,303,400,France
2023-07-24,U03109,PPC,Annual,2023-07-26,,2,488,898,India
2023-06-06,U03110,PPC,Annual,2023-06-09,,8,1120,1456,UK
2023-11-01,U03111,PPC,Monthly,2023-11-07,,8,968,260,UK
2023-12-11,U03112,Organic,Monthly,2023-12-24,,3,1194,441,France
2023-05-14,U03113,Social Media,Inactive,2023-05-18,2023-06-17,0,0,391,France
2023-07-14,U03114,Organic,Monthly,2023-07-22,,7,441,156,France
2023-07-11,U03115,Organic,Monthly,2023-07-13,,2,598,338,Brazil
2023-10-12,U03116,Social Media,Free Trial,2023-10-25,,9,2232,405,France
2023-12-15,U03117,Social Media,Annual,2023-12-18,,3,747,1410,Brazil
2023-12-20,U03118,Organic,Free Trial,2023-12-31,,2,608,464,USA
2023-09-16,U03119,Organic,Free Trial,2023-09-17,,3,363,267,Germany
2023-02-20,U03120,Organic,Monthly,2023-03-05,,2,194,282,Brazil
2023-12-09,U03121,Organic,Free Trial,2023-12-10,,8,1896,468,Germany
2023-08-14,U03122,Organic,Monthly,2023-08-16,,5,2425,134,India
2023-08-16,U03123,Organic,Free Trial,2023-08-26,,3,939,213,USA
2023-01-18,U03124,PPC,Monthly,2023-01-24,,5,1570,265,UK
2023-09-06,U03125,Social Media,Free Trial,2023-09-11,,8,2392,140,France
2023-03-29,U03126,PPC,Free Trial,2023-03-31,,7,1519,30,India
2023-11-14,U03127,PPC,Free Trial,2023-11-26,,6,2190,87,UK
2023-03-28,U03128,Organic,Inactive,2023-04-05,2023-06-03,0,0,344,Germany
2023-07-05,U03129,Referral,Inactive,2023-07-07,2023-07-23,0,0,60,UK
2023-09-25,U03130,Social Media,Free Trial,2023-09-26,,1,79,371,France
2023-10-10,U03131,Social Media,Annual,2023-10-14,,8,3032,572,France
2023-02-17,U03132,Social Media,Monthly,2023-02-19,,8,1832,275,Brazil
2023-05-18,U03133,Referral,Inactive,2023-05-27,2023-07-20,0,0,125,Brazil
2023-05-27,U03134,PPC,Monthly,2023-06-02,,6,1794,64,Germany
2023-08-17,U03135,Organic,Monthly,2023-08-30,,4,1264,301,France
2023-11-23,U03136,PPC,Free Trial,2023-12-03,,1,370,60,USA
2023-07-20,U03137,Social Media,Monthly,2023-08-02,,9,3222,339,India
2023-07-24,U03138,Social Media,Inactive,2023-08-02,2023-09-22,0,0,282,Germany
2023-02-23,U03139,PPC,Monthly,2023-02-26,,4,1844,263,Germany
2023-04-18,U03140,Organic,Free Trial,2023-04-28,,3,453,482,UK
2023-02-10,U03141,Organic,Free Trial,2023-02-22,,7,546,70,Germany
2023-01-22,U03142,Referral,Annual,2023-01-25,,5,490,779,India
2023-01-06,U03143,PPC,Monthly,2023-01-15,,5,1840,490,USA
2023-06-23,U03144,PPC,Monthly,2023-07-05,,4,580,468,UK
2023-09-01,U03145,Organic,Inactive,2023-09-15,2023-10-13,0,0,406,India
2023-11-30,U03146,Organic,Free Trial,2023-12-14,,5,1740,458,Brazil
2023-05-18,U03147,Social Media,Monthly,2023-05-21,,4,784,360,Germany
2023-10-30,U03148,PPC,Inactive,2023-11-04,2023-11-21,0,0,234,France
2023-10-11,U03149,Social Media,Monthly,2023-10-14,,2,314,478,Brazil
2023-07-14,U03150,PPC,Free Trial,2023-07-24,,8,3584,345,France
2023-05-28,U03151,PPC,Monthly,2023-06-09,,1,301,112,India
2023-02-12,U03152,Organic,Inactive,2023-02-19,2023-03-16,0,0,480,USA
2023-08-09,U03153,Social Media,Free Trial,2023-08-23,,3,1221,467,France
2023-11-01,U03154,PPC,Inactive,2023-11-15,2023-12-12,0,0,57,India
2023-10-11,U03155,PPC,Annual,2023-10-16,,5,235,675,UK
2023-09-27,U03156,PPC,Free Trial,2023-10-02,,5,1770,351,Germany
2023-01-03,U03157,Referral,Annual,2023-01-14,,4,868,1470,USA
2023-10-08,U03158,Organic,Monthly,2023-10-18,,8,1752,79,USA
2023-12-03,U03159,Social Media,Monthly,2023-12-09,,3,30,56,UK
2023-09-16,U03160,Organic,Annual,2023-09-17,,4,1476,1402,USA
2023-01-15,U03161,PPC,Inactive,2023-01-16,2023-03-07,0,0,19,India
2023-10-05,U03162,Organic,Free Trial,2023-10-17,,7,70,194,USA
2023-01-09,U03163,Organic,Monthly,2023-01-13,,1,252,89,USA
2023-08-29,U03164,PPC,Monthly,2023-09-07,,2,956,22,USA
2023-03-29,U03165,Organic,Monthly,2023-04-08,,7,2730,454,India
2023-09-23,U03166,PPC,Monthly,2023-10-04,,1,325,323,Brazil
2023-10-06,U03167,Referral,Free Trial,2023-10-08,,3,102,349,Germany
2023-08-10,U03168,Organic,Monthly,2023-08-19,,6,2136,333,France
2023-04-16,U03169,Social Media,Monthly,2023-04-29,,6,2418,93,Brazil
2023-08-20,U03170,PPC,Free Trial,2023-08-29,,6,354,95,USA
2023-01-07,U03171,PPC,Inactive,2023-01-14,2023-03-15,0,0,166,UK
2023-11-02,U03172,Organic,Inactive,2023-11-08,2023-12-27,0,0,153,UK
2023-12-14,U03173,Organic,Monthly,2023-12-21,,6,1500,72,India
2023-12-01,U03174,Organic,Free Trial,2023-12-05,,5,205,440,Germany
2023-11-05,U03175,Organic,Monthly,2023-11-10,,7,294,52,USA
2023-02-20,U03176,Organic,Free Trial,2023-02-24,,7,1463,416,India
2023-05-10,U03177,PPC,Free Trial,2023-05-16,,5,1215,167,France
2023-07-28,U03178,Social Media,Annual,2023-07-30,,8,280,1290,Germany
2023-04-01,U03179,Social Media,Free Trial,2023-04-13,,6,306,295,Germany
2023-12-21,U03180,PPC,Free Trial,2023-12-30,,5,2215,332,India
2023-10-24,U03181,Organic,Free Trial,2023-11-06,,4,280,449,Brazil
2023-06-25,U03182,Organic,Free Trial,2023-06-30,,7,350,33,UK
2023-01-30,U03183,Organic,Free Trial,2023-02-10,,4,1800,366,Brazil
2023-03-29,U03184,Organic,Inactive,2023-04-07,2023-05-10,0,0,214,Germany
2023-11-03,U03185,PPC,Free Trial,2023-11-08,,5,1820,371,UK
2023-07-14,U03186,PPC,Free Trial,2023-07-22,,1,363,233,Germany
2023-07-25,U03187,Organic,Free Trial,2023-08-06,,1,207,110,Germany
2023-11-29,U03188,Organic,Inactive,2023-12-13,2023-12-29,0,0,213,Germany
2023-03-28,U03189,Social Media,Monthly,2023-04-05,,3,480,17,France
2023-08-25,U03190,Social Media,Monthly,2023-09-01,,2,426,481,UK
2023-03-13,U03191,Organic,Inactive,2023-03-25,2023-05-08,0,0,181,France
2023-11-23,U03192,Referral,Monthly,2023-11-27,,6,2280,217,UK
2023-11-19,U03193,Referral,Monthly,2023-11-25,,1,421,105,France
2023-09-22,U03194,Organic,Free Trial,2023-09-30,,6,1296,171,France
2023-02-26,U03195,Organic,Monthly,2023-03-08,,5,780,300,France
2023-10-07,U03196,PPC,Monthly,2023-10-12,,6,1278,105,India
2023-03-30,U03197,Referral,Monthly,2023-04-12,,5,285,315,France
2023-02-11,U03198,Social Media,Free Trial,2023-02-22,,7,1869,154,Brazil
2023-08-30,U03199,Organic,Monthly,2023-09-01,,1,148,267,Brazil
2023-08-14,U03200,Organic,Free Trial,2023-08-27,,3,543,483,Germany
2023-08-12,U03201,PPC,Free Trial,2023-08-25,,6,660,447,USA
2023-02-17,U03202,PPC,Monthly,2023-02-21,,1,196,309,France
2023-04-29,U03203,Organic,Inactive,2023-05-04,2023-06-17,0,0,474,USA
2023-01-17,U03204,Social Media,Monthly,2023-01-29,,4,1296,111,USA
2023-03-04,U03205,PPC,Monthly,2023-03-06,,3,1155,186,Germany
2023-04-21,U03206,Social Media,Free Trial,2023-04-30,,9,2727,395,USA
2023-01-28,U03207,Social Media,Free Trial,2023-02-01,,1,418,337,USA
2023-11-23,U03208,Social Media,Free Trial,2023-12-06,,8,2976,119,Brazil
2023-06-04,U03209,PPC,Monthly,2023-06-10,,1,30,207,USA
2023-08-23,U03210,PPC,Free Trial,2023-09-06,,5,1535,402,UK
2023-07-02,U03211,Organic,Free Trial,2023-07-04,,8,3432,138,France
2023-09-10,U03212,PPC,Annual,2023-09-16,,6,2412,1970,France
2023-12-11,U03213,Organic,Free Trial,2023-12-19,,7,2835,368,USA
2023-10-28,U03214,PPC,Monthly,2023-10-29,,8,152,146,Germany
2023-02-10,U03215,Organic,Monthly,2023-02-19,,6,1176,407,UK
2023-10-20,U03216,Organic,Monthly,2023-10-30,,6,852,36,Germany
2023-01-31,U03217,Organic,Monthly,2023-02-08,,6,252,146,Germany
2023-11-19,U03218,Organic,Monthly,2023-12-01,,5,390,173,USA
2023-06-12,U03219,Social Media,Free Trial,2023-06-19,,8,712,358,India
2023-08-09,U03220,Social Media,Annual,2023-08-10,,2,400,1628,USA
2023-04-19,U03221,PPC,Inactive,2023-04-30,2023-06-29,0,0,472,Brazil
2023-06-07,U03222,Organic,Free Trial,2023-06-16,,4,1976,365,India
2023-08-07,U03223,Organic,Free Trial,2023-08-18,,1,294,140,UK
2023-05-20,U03224,Organic,Inactive,2023-06-01,2023-06-16,0,0,382,India
2023-01-19,U03225,Organic,Monthly,2023-01-31,,3,690,160,USA
2023-04-07,U03226,Social Media,Monthly,2023-04-20,,4,1596,387,USA
2023-11-02,U03227,Organic,Monthly,2023-11-11,,7,434,255,Germany
2023-06-11,U03228,Organic,Free Trial,2023-06-14,,5,2375,119,USA
2023-06-20,U03229,Organic,Monthly,2023-06-25,,4,676,82,Brazil
2023-06-13,U03230,Organic,Monthly,2023-06-22,,1,389,295,USA
2023-01-05,U03231,PPC,Free Trial,2023-01-17,,6,306,284,France
2023-02-17,U03232,PPC,Monthly,2023-02-22,,6,336,367,France
2023-09-17,U03233,Organic,Annual,2023-09-22,,7,1176,582,Germany
2023-11-20,U03234,Organic,Monthly,2023-11-29,,1,455,59,India
2023-06-27,U03235,Organic,Free Trial,2023-06-28,,4,772,313,India
2023-10-20,U03236,Organic,Monthly,2023-10-29,,9,2295,12,France
2023-07-16,U03237,Organic,Annual,2023-07-29,,6,120,1365,Brazil
2023-02-09,U03238,Referral,Annual,2023-02-17,,2,326,703,UK
2023-01-02,U03239,PPC,Monthly,2023-01-10,,4,916,164,Brazil
2023-06-28,U03240,PPC,Free Trial,2023-07-06,,6,984,480,France
2023-07-05,U03241,PPC,Annual,2023-07-13,,4,1392,996,Brazil
2023-06-29,U03242,PPC,Monthly,2023-06-30,,7,3150,489,UK
2023-02-12,U03243,PPC,Free Trial,2023-02-23,,3,1122,120,India
2023-04-06,U03244,PPC,Monthly,2023-04-08,,6,1752,492,France
2023-09-29,U03245,Social Media,Monthly,2023-10-03,,4,784,305,USA
2023-12-24,U03246,Organic,Monthly,2023-12-25,,3,213,390,UK
2023-06-22,U03247,PPC,Free Trial,2023-07-03,,3,471,265,UK
2023-01-09,U03248,PPC,Monthly,2023-01-23,,2,792,283,UK
2023-06-05,U03249,Social Media,Inactive,2023-06-16,2023-08-08,0,0,164,India
2023-07-19,U03250,PPC,Annual,2023-07-28,,1,112,579,Brazil
2023-09-04,U03251,PPC,Inactive,2023-09-15,2023-11-01,0,0,176,Germany
2023-04-20,U03252,Organic,Inactive,2023-05-04,2023-06-26,0,0,28,USA
2023-12-04,U03253,PPC,Free Trial,2023-12-13,,4,1888,354,France
2023-04-25,U03254,Organic,Monthly,2023-05-09,,3,885,400,Brazil
2023-03-24,U03255,Organic,Monthly,2023-03-26,,8,3464,232,UK
2023-08-03,U03256,Organic,Inactive,2023-08-07,2023-08-27,0,0,66,India
2023-12-29,U03257,PPC,Free Trial,2024-01-12,,5,2290,395,UK
2023-01-24,U03258,Organic,Inactive,2023-02-07,2023-03-29,0,0,303,Brazil
2023-03-24,U03259,Organic,Monthly,2023-04-01,,7,273,142,France
2023-04-22,U03260,Social Media,Annual,2023-05-05,,5,1845,1511,USA
2023-12-13,U03261,Organic,Free Trial,2023-12-24,,2,750,347,UK
2023-07-23,U03262,PPC,Free Trial,2023-08-06,,1,297,301,India
2023-04-23,U03263,PPC,Annual,2023-05-04,,7,1029,1087,India
2023-12-12,U03264,Organic,Free Trial,2023-12-23,,1,484,353,Germany
2023-03-10,U03265,Social Media,Inactive,2023-03-11,2023-04-05,0,0,214,India
2023-01-30,U03266,Organic,Free Trial,2023-02-06,,6,2406,128,Germany
2023-11-17,U03267,PPC,Monthly,2023-11-30,,6,2664,262,USA
2023-10-04,U03268,PPC,Monthly,2023-10-17,,7,2107,94,France
2023-06-25,U03269,PPC,Monthly,2023-07-06,,1,243,194,Germany
2023-09-27,U03270,PPC,Monthly,2023-10-01,,7,448,234,UK
2023-10-22,U03271,Organic,Monthly,2023-10-25,,2,856,157,Brazil
2023-09-24,U03272,Organic,Free Trial,2023-10-06,,6,1806,398,UK
2023-09-13,U03273,Social Media,Free Trial,2023-09-19,,8,1992,289,France
2023-06-10,U03274,PPC,Monthly,2023-06-17,,5,1605,236,India
2023-10-18,U03275,Social Media,Monthly,2023-10-31,,3,135,295,Brazil
2023-11-29,U03276,Social Media,Annual,2023-12-11,,8,784,1581,UK
2023-09-30,U03277,Social Media,Monthly,2023-10-12,,8,1768,190,Brazil
2023-09-24,U03278,PPC,Monthly,2023-10-06,,4,1816,444,Germany
2023-07-26,U03279,Organic,Monthly,2023-08-08,,8,2616,118,France
2023-07-17,U03280,Social Media,Free Trial,2023-07-24,,5,1870,144,UK
2023-05-05,U03281,PPC,Monthly,2023-05-13,,5,1270,435,India
2023-12-15,U03282,Organic,Inactive,2023-12-29,2024-02-08,0,0,300,Brazil
2023-08-30,U03283,Social Media,Inactive,2023-09-05,2023-09-22,0,0,384,India
2023-05-28,U03284,Social Media,Monthly,2023-06-03,,9,3762,487,Brazil
2023-12-20,U03285,PPC,Monthly,2023-12-24,,9,2241,299,UK
2023-12-19,U03286,Organic,Inactive,2023-12-31,2024-02-23,0,0,112,France
2023-07-04,U03287,Organic,Monthly,2023-07-14,,1,197,210,USA
2023-09-30,U03288,Social Media,Free Trial,2023-10-06,,5,330,126,UK
2023-08-04,U03289,Referral,Free Trial,2023-08-05,,1,122,341,India
2023-08-08,U03290,Organic,Monthly,2023-08-18,,4,928,319,USA
2023-04-02,U03291,Organic,Inactive,2023-04-14,2023-06-04,0,0,38,France
2023-04-15,U03292,Social Media,Monthly,2023-04-18,,2,472,403,India
2023-08-04,U03293,Organic,Free Trial,2023-08-07,,2,530,36,France
2023-02-10,U03294,PPC,Free Trial,2023-02-21,,4,756,476,Brazil
2023-05-05,U03295,Referral,Annual,2023-05-06,,8,1544,518,UK
2023-02-03,U03296,Organic,Inactive,2023-02-13,2023-04-07,0,0,51,France
2023-02-23,U03297,PPC,Monthly,2023-03-03,,9,4149,430,India
2023-08-04,U03298,Organic,Monthly,2023-08-05,,9,2169,454,UK
2023-07-21,U03299,Organic,Free Trial,2023-07-26,,2,570,233,India
2023-06-10,U03300,Social Media,Inactive,2023-06-23,2023-08-08,0,0,472,India
2023-05-14,U03301,PPC,Annual,2023-05-25,,9,567,646,USA
2023-05-31,U03302,Referral,Free Trial,2023-06-02,,2,532,396,Germany
2023-01-16,U03303,PPC,Annual,2023-01-18,,8,792,1347,France
2023-06-15,U03304,Organic,Free Trial,2023-06-18,,3,705,335,France
2023-06-26,U03305,Organic,Free Trial,2023-06-28,,1,256,230,USA
2023-02-09,U03306,Organic,Free Trial,2023-02-23,,1,403,476,Brazil
2023-07-11,U03307,Organic,Free Trial,2023-07-22,,2,320,154,France
2023-10-06,U03308,Organic,Monthly,2023-10-07,,7,3108,19,USA
2023-06-24,U03309,Organic,Monthly,2023-07-01,,6,732,234,France
2023-09-12,U03310,PPC,Monthly,2023-09-21,,2,834,150,France
2023-02-03,U03311,Social Media,Monthly,2023-02-17,,4,1112,484,India
2023-04-26,U03312,PPC,Free Trial,2023-04-27,,2,332,115,USA
2023-01-03,U03313,Social Media,Free Trial,2023-01-10,,1,451,277,Brazil
2023-10-16,U03314,Organic,Monthly,2023-10-23,,3,1125,203,France
2023-02-28,U03315,Organic,Monthly,2023-03-06,,4,1424,467,Brazil
2023-07-29,U03316,PPC,Free Trial,2023-08-11,,5,1800,137,Germany
2023-06-05,U03317,PPC,Inactive,2023-06-06,2023-06-26,0,0,222,USA
2023-06-10,U03318,Organic,Annual,2023-06-19,,7,2821,1060,USA
2023-06-28,U03319,Social Media,Inactive,2023-07-01,2023-07-27,0,0,458,USA
2023-01-13,U03320,Social Media,Monthly,2023-01-20,,9,4464,490,India
2023-03-28,U03321,PPC,Free Trial,2023-04-03,,7,2373,393,USA
2023-08-01,U03322,Organic,Monthly,2023-08-03,,5,2405,189,India
2023-11-30,U03323,Social Media,Free Trial,2023-12-09,,9,2106,326,Germany
2023-09-03,U03324,PPC,Monthly,2023-09-06,,8,184,35,UK
2023-03-07,U03325,Social Media,Free Trial,2023-03-16,,9,3276,24,India
2023-03-17,U03326,Social Media,Inactive,2023-03-30,2023-05-23,0,0,31,France
2023-11-13,U03327,Social Media,Free Trial,2023-11-26,,6,2562,354,USA
